id,age,gender,income,logincome,debt,love,nocheating,money,paypercent,logpaypercent
944,21,female,5300,8.5754621,yesdebt,10,10,7,36.7,3.602776755
946,22,male,18500,9.825526011,yesdebt,10,10,1,74,4.304065093
947,23,female,17000,9.740968623,yesdebt,10,10,8,70.7,4.258445573
948,23,male,25000,10.1266311,yesdebt,10,10,10,85.2,4.445001434
949,20,female,12000,9.392661929,nodebt,10,10,4,57.3,4.048300624
951,23,male,19000,9.852194258,yesdebt,10,10,8,74.4,4.309455942
952,24,male,9000,9.104979856,yesdebt,10,10,9,48.2,3.875359021
953,25,male,26000,10.16585182,nodebt,8,10,5,87.8,4.475061501
954,23,female,9800,9.190137665,yesdebt,10,10,9,50,3.912023005
955,22,female,25800,10.15812977,yesdebt,10,10,5,87.6,4.472780998
956,22,female,4600,8.433811582,nodebt,2,7,5,31.9,3.46260601
957,20,male,5000,8.517193191,nodebt,10,10,5,32.9,3.493472658
958,23,male,14000,9.546812609,nodebt,10,10,5,62.8,4.139955073
959,24,female,6000,8.699514748,yesdebt,10,10,5,37.8,3.632309103
961,23,female,3000,8.006367568,nodebt,10,10,10,25.8,3.250374492
962,24,male,25000,10.1266311,yesdebt,10,10,5,85.2,4.445001434
964,22,female,10000,9.210340372,nodebt,10,10,6,51.2,3.935739532
966,22,female,4700,8.455317788,nodebt,10,10,2,31.9,3.46260601
969,22,male,1100,7.003065459,nodebt,10,10,3,18.8,2.93385687
970,22,male,15000,9.61580548,nodebt,10,10,9,65.2,4.177459469
971,24,male,46000,10.73639668,nodebt,10,10,8,98.1,4.585987367
972,19,female,3000,8.006367568,nodebt,10,10,5,25.9,3.254242969
973,24,male,28000,10.23995979,nodebt,10,10,6,89.6,4.49535532
975,23,female,16000,9.680344001,yesdebt,10,10,5,69,4.234106505
977,23,male,16000,9.680344001,nodebt,10,8,10,69,4.234106505
978,23,male,25000,10.1266311,nodebt,10,10,6,85.2,4.445001434
980,21,male,20000,9.903487553,nodebt,10,10,10,75.9,4.329416684
981,23,male,35000,10.46310334,nodebt,10,10,10,95,4.553876892
982,20,male,12000,9.392661929,nodebt,10,10,1,57.3,4.048300624
983,22,female,1200,7.090076836,yesdebt,10,10,7,19,2.944438979
984,24,male,10000,9.210340372,nodebt,1,10,1,51.2,3.935739532
985,21,male,20000,9.903487553,nodebt,10,10,5,75.9,4.329416684
986,24,male,19500,9.878169745,yesdebt,8,10,8,75,4.317488114
988,24,male,12000,9.392661929,yesdebt,5,10,2,57.3,4.048300624
989,24,female,12000,9.392661929,yesdebt,10,10,7,57.3,4.048300624
990,21,male,5000,8.517193191,nodebt,10,10,8,33,3.496507561
991,22,male,3000,8.006367568,nodebt,10,10,3,25.9,3.254242969
992,22,female,4000,8.29404964,nodebt,10,8,6,29,3.36729583
993,21,female,9000,9.104979856,yesdebt,10,10,8,48.2,3.875359021
994,21,male,10000,9.210340372,nodebt,10,10,1,51.2,3.935739532
995,24,female,25000,10.1266311,yesdebt,10,10,1,85.2,4.445001434
996,19,female,9000,9.104979856,nodebt,10,10,5,48.3,3.877431561
997,22,female,20000,9.903487553,nodebt,10,10,8,75.9,4.329416684
998,25,male,25000,10.1266311,nodebt,10,10,1,85.3,4.446174454
999,22,male,22000,9.998797732,yesdebt,7,4,10,80.9,4.393213824
1000,20,female,2000,7.60090246,nodebt,10,10,8,21.6,3.072693315
1001,21,female,4000,8.29404964,yesdebt,10,10,6,29,3.36729583
1002,23,female,17000,9.740968623,nodebt,10,10,10,70.8,4.259859001
1003,21,female,15000,9.61580548,nodebt,10,10,10,65.2,4.177459469
1005,21,female,15000,9.61580548,yesdebt,10,10,7,65.2,4.177459469
1007,23,female,30000,10.30895266,yesdebt,10,10,7,91.3,4.514150788
1009,23,female,7000,8.853665428,nodebt,10,10,9,41.2,3.718438256
1010,22,male,18000,9.798127037,nodebt,10,8,10,72.5,4.283586562
1011,23,male,25000,10.1266311,yesdebt,10,10,8,85.3,4.446174454
1012,21,male,30000,10.30895266,nodebt,10,10,10,91.3,4.514150788
1014,24,female,30000,10.30895266,nodebt,10,10,5,91.3,4.514150788
1015,25,female,23000,10.04324949,yesdebt,10,10,5,82.6,4.414009681
1016,23,male,42000,10.6454249,yesdebt,10,10,10,97.4,4.578826211
1017,26,male,15000,9.61580548,yesdebt,10,10,7,65.2,4.177459469
1018,22,male,13000,9.472704636,nodebt,10,10,8,60.3,4.099332104
1019,21,female,6000,8.699514748,yesdebt,10,10,7,37.8,3.632309103
1020,21,female,2500,7.824046011,nodebt,10,10,9,24,3.17805383
1021,20,male,4000,8.29404964,nodebt,10,10,8,29.1,3.370738174
1023,24,female,2200,7.696212639,nodebt,10,10,3,23.7,3.165475048
1024,24,male,36000,10.49127422,yesdebt,10,10,7,96,4.564348191
1026,23,male,18000,9.798127037,yesdebt,10,8,10,72.6,4.284964922
1027,23,female,15000,9.61580548,yesdebt,10,10,8,65.3,4.178992036
1028,25,male,45000,10.71441777,yesdebt,10,10,10,97.8,4.582924577
1029,22,male,14000,9.546812609,nodebt,10,10,2,62.8,4.139955073
1030,22,male,19000,9.852194258,yesdebt,10,10,8,74.4,4.309455942
1031,21,female,2000,7.60090246,nodebt,10,10,9,21.6,3.072693315
1032,24,female,18000,9.798127037,yesdebt,10,10,8,72.6,4.284964922
1033,23,female,24000,10.08580911,nodebt,10,8,3,83.8,4.428433007
1034,20,male,10000,9.210340372,yesdebt,10,10,7,51.3,3.937690752
1035,21,male,10000,9.210340372,nodebt,10,10,8,51.3,3.937690752
1036,22,female,22000,9.998797732,yesdebt,10,10,5,81,4.394449155
1037,24,female,4500,8.411832676,nodebt,10,10,3,31.7,3.456316681
1039,26,female,6000,8.699514748,yesdebt,10,10,5,37.8,3.632309103
1040,22,female,10000,9.210340372,nodebt,10,10,8,51.3,3.937690752
1041,23,male,6000,8.699514748,yesdebt,10,10,5,37.8,3.632309103
1042,24,female,15000,9.61580548,nodebt,9,8,7,65.3,4.178992036
1043,24,male,25000,10.1266311,nodebt,10,9,5,85.3,4.446174454
1045,21,female,10000,9.210340372,nodebt,10,10,10,51.4,3.939638172
1047,25,male,6000,8.699514748,nodebt,10,9,6,37.8,3.632309103
1048,19,female,2000,7.60090246,nodebt,10,10,2,21.7,3.077312261
1049,22,female,4000,8.29404964,yesdebt,10,10,8,29.1,3.370738174
1050,24,female,23000,10.04324949,yesdebt,1,1,2,82.7,4.415219602
1051,25,female,35880,10.48793532,nodebt,10,10,9,95.9,4.563305982
1053,22,male,28000,10.23995979,nodebt,8,8,10,89.7,4.496470769
1054,22,male,3000,8.006367568,yesdebt,10,10,10,26,3.258096538
1055,22,female,32000,10.37349118,nodebt,10,10,8,93.4,4.536891345
1056,21,female,1500,7.313220387,nodebt,8,10,4,19.6,2.975529566
1057,22,female,11000,9.305650552,yesdebt,10,10,8,55.4,4.014579594
1058,23,male,28000,10.23995979,nodebt,8,10,10,89.7,4.496470769
1059,24,female,27000,10.20359214,nodebt,10,10,2,88.7,4.485259889
1060,23,female,12000,9.392661929,yesdebt,10,10,9,57.4,4.050044303
1061,23,female,10000,9.210340372,yesdebt,10,10,5,51.4,3.939638172
1062,24,male,16000,9.680344001,nodebt,10,10,5,69.1,4.235554731
1063,22,female,17000,9.740968623,yesdebt,10,10,5,70.8,4.259859001
1064,22,male,30000,10.30895266,nodebt,10,10,7,91.4,4.515245478
1066,23,female,40000,10.59663473,nodebt,9,10,8,96.9,4.573679519
1067,24,female,15000,9.61580548,yesdebt,10,10,10,65.3,4.178992036
1068,22,female,3400,8.131530711,nodebt,10,10,8,27.6,3.317815773
1069,23,male,7500,8.9226583,nodebt,10,10,3,43.3,3.768152635
1070,23,male,22000,9.998797732,nodebt,10,10,10,81,4.394449155
1073,22,female,10000,9.210340372,yesdebt,10,10,8,51.4,3.939638172
1074,25,female,15000,9.61580548,nodebt,10,10,10,65.3,4.178992036
1076,22,female,6200,8.732304571,yesdebt,10,10,10,40.2,3.693866996
1077,20,female,20000,9.903487553,nodebt,10,9,7,75.9,4.329416684
1078,22,male,10000,9.210340372,nodebt,10,8,7,51.4,3.939638172
1079,21,female,8000,8.987196821,nodebt,10,10,5,44.9,3.804437795
1080,22,male,4000,8.29404964,nodebt,6,8,9,29.2,3.374168709
1081,24,female,8000,8.987196821,nodebt,10,10,7,44.9,3.804437795
1082,21,male,6000,8.699514748,nodebt,10,10,8,37.9,3.634951112
1084,21,male,3500,8.160518247,yesdebt,10,10,10,27.8,3.325036021
1086,22,female,12000,9.392661929,nodebt,10,10,7,57.4,4.050044303
1087,22,female,25000,10.1266311,nodebt,10,10,8,85.3,4.446174454
1089,21,male,17000,9.740968623,yesdebt,10,10,9,70.8,4.259859001
1090,24,male,4000,8.29404964,nodebt,5,7,9,29.2,3.374168709
1091,22,male,2500,7.824046011,nodebt,10,10,8,24,3.17805383
1092,24,male,15000,9.61580548,nodebt,10,9,5,65.3,4.178992036
1093,24,female,6000,8.699514748,nodebt,10,10,1,37.9,3.634951112
1094,21,female,17000,9.740968623,nodebt,10,10,9,70.8,4.259859001
1095,24,female,12000,9.392661929,nodebt,10,10,10,57.4,4.050044303
1096,22,male,21100,9.957028319,yesdebt,10,10,5,80.2,4.384523515
1097,23,male,4000,8.29404964,nodebt,9,10,9,29.3,3.377587516
1100,22,female,10000,9.210340372,yesdebt,10,10,7,51.4,3.939638172
1101,21,female,5000,8.517193191,yesdebt,10,10,5,33,3.496507561
1102,24,female,26000,10.16585182,nodebt,10,10,10,87.8,4.475061501
1103,19,male,27000,10.20359214,nodebt,10,10,7,88.7,4.485259889
1104,22,female,4000,8.29404964,yesdebt,10,10,8,29.3,3.377587516
1108,23,male,20000,9.903487553,nodebt,10,10,10,75.9,4.329416684
1110,22,female,15000,9.61580548,nodebt,10,9,10,65.4,4.180522258
1111,20,female,15000,9.61580548,nodebt,10,10,1,65.4,4.180522258
1112,24,female,5000,8.517193191,yesdebt,10,10,5,33,3.496507561
1113,24,male,22000,9.998797732,nodebt,10,10,1,81.1,4.395682961
1114,21,male,8000,8.987196821,yesdebt,10,10,10,44.9,3.804437795
1115,19,male,15000,9.61580548,nodebt,10,10,1,65.4,4.180522258
1116,22,female,13000,9.472704636,nodebt,8,10,10,60.3,4.099332104
1117,22,female,13000,9.472704636,yesdebt,10,10,5,60.3,4.099332104
1118,22,female,30000,10.30895266,nodebt,10,10,6,91.4,4.515245478
1120,20,male,12000,9.392661929,nodebt,10,10,5,57.4,4.050044303
1121,22,female,5000,8.517193191,nodebt,10,10,4,33.1,3.499533282
1122,21,male,16000,9.680344001,yesdebt,10,10,10,69.1,4.235554731
1124,24,male,38000,10.54534144,nodebt,10,10,10,96.5,4.569543008
1125,22,female,7000,8.853665428,nodebt,10,10,5,41.3,3.7208625
1127,23,female,24000,10.08580911,nodebt,10,10,7,83.8,4.428433007
1128,24,male,12000,9.392661929,nodebt,10,10,7,57.4,4.050044303
1129,24,male,16000,9.680344001,nodebt,6,10,7,69.1,4.235554731
1130,21,male,15000,9.61580548,nodebt,10,10,2,65.4,4.180522258
1131,20,male,16000,9.680344001,nodebt,10,10,5,69.1,4.235554731
1132,22,female,7000,8.853665428,yesdebt,10,10,10,41.4,3.723280881
1134,19,female,2000,7.60090246,yesdebt,10,10,8,21.7,3.077312261
1135,22,female,6000,8.699514748,nodebt,10,10,5,38,3.63758616
1136,21,male,25000,10.1266311,nodebt,10,10,5,85.3,4.446174454
1137,23,male,17000,9.740968623,yesdebt,10,10,6,70.8,4.259859001
1139,21,female,5000,8.517193191,yesdebt,10,10,10,33.1,3.499533282
1140,23,female,22000,9.998797732,yesdebt,10,10,7,81.1,4.395682961
1141,22,male,10000,9.210340372,nodebt,9,9,3,51.5,3.941581808
1142,19,female,12000,9.392661929,nodebt,10,10,8,57.5,4.051784948
1143,21,male,20000,9.903487553,nodebt,10,10,10,76,4.33073334
1145,19,male,15000,9.61580548,nodebt,8,10,8,65.4,4.180522258
1146,19,male,15000,9.61580548,yesdebt,10,10,5,65.4,4.180522258
1148,20,male,10000,9.210340372,yesdebt,10,10,8,51.5,3.941581808
1149,19,male,12000,9.392661929,nodebt,10,10,5,57.5,4.051784948
1150,21,male,14600,9.588776808,nodebt,10,10,1,64.1,4.160444364
1151,21,female,15000,9.61580548,nodebt,10,10,5,65.4,4.180522258
1152,20,female,2000,7.60090246,yesdebt,10,10,5,21.7,3.077312261
1153,19,female,2000,7.60090246,yesdebt,10,10,1,21.7,3.077312261
1154,19,male,4500,8.411832676,nodebt,8,9,3,31.7,3.456316681
1156,19,female,3000,8.006367568,nodebt,10,10,7,26,3.258096538
1157,19,male,21500,9.975808214,nodebt,10,9,10,80.3,4.385769621
1160,22,female,12000,9.392661929,nodebt,10,10,1,57.6,4.053522568
1161,19,female,15000,9.61580548,nodebt,10,10,10,65.5,4.182050143
1163,19,female,3500,8.160518247,yesdebt,10,10,5,27.8,3.325036021
1165,21,female,10000,9.210340372,yesdebt,10,10,6,51.5,3.941581808
1166,20,female,20000,9.903487553,nodebt,10,10,7,76,4.33073334
1167,19,male,35000,10.46310334,nodebt,10,10,8,95,4.553876892
1169,20,male,10000,9.210340372,yesdebt,10,10,8,51.5,3.941581808
1170,19,female,1800,7.495541944,nodebt,10,10,3,20.4,3.015534901
1171,21,male,14000,9.546812609,yesdebt,10,10,10,62.8,4.139955073
1172,19,male,5000,8.517193191,nodebt,10,10,7,33.1,3.499533282
1173,20,female,13000,9.472704636,yesdebt,10,10,7,60.3,4.099332104
1174,19,female,11000,9.305650552,nodebt,10,10,6,55.4,4.014579594
1175,19,female,13000,9.472704636,nodebt,10,10,7,60.4,4.100989105
1176,20,male,16000,9.680344001,yesdebt,5,10,10,69.2,4.237000863
1177,20,male,20000,9.903487553,nodebt,10,10,8,76.1,4.332048265
1178,19,male,15000,9.61580548,nodebt,10,10,5,65.5,4.182050143
1179,20,male,8000,8.987196821,nodebt,10,10,8,44.9,3.804437795
1180,19,male,10000,9.210340372,nodebt,10,10,10,51.5,3.941581808
1181,20,female,20000,9.903487553,yesdebt,10,10,6,76.1,4.332048265
1183,20,female,3000,8.006367568,nodebt,8,9,10,26.1,3.261935314
1186,19,female,4000,8.29404964,nodebt,10,10,8,29.3,3.377587516
1187,19,female,2500,7.824046011,nodebt,10,10,8,24.1,3.18221184
1188,20,male,10000,9.210340372,nodebt,9,10,5,51.5,3.941581808
1189,19,female,13000,9.472704636,nodebt,8,10,3,60.4,4.100989105
1190,22,male,12700,9.449357272,yesdebt,10,10,5,59.9,4.092676505
1191,20,female,10000,9.210340372,yesdebt,10,10,8,51.6,3.943521672
1194,20,male,14000,9.546812609,yesdebt,10,10,5,62.8,4.139955073
1195,21,male,2000,7.60090246,nodebt,8,8,2,21.8,3.08190997
1197,20,female,20000,9.903487553,yesdebt,10,10,8,76.1,4.332048265
1198,20,female,15600,9.655026193,nodebt,10,10,5,68.6,4.228292535
1199,19,male,5000,8.517193191,nodebt,10,10,10,33.1,3.499533282
1200,19,female,25000,10.1266311,yesdebt,10,10,5,85.3,4.446174454
1201,22,female,21600,9.980448594,nodebt,10,10,7,80.5,4.388257184
1202,20,female,15000,9.61580548,yesdebt,10,8,1,65.5,4.182050143
1203,20,male,10000,9.210340372,nodebt,10,10,8,51.6,3.943521672
1204,19,male,7000,8.853665428,yesdebt,10,10,3,41.4,3.723280881
1205,19,female,8000,8.987196821,yesdebt,10,10,10,45,3.80666249
1206,21,female,9000,9.104979856,yesdebt,10,10,8,48.3,3.877431561
1208,20,male,3000,8.006367568,yesdebt,10,10,7,26.1,3.261935314
1209,20,male,5000,8.517193191,nodebt,10,6,10,33.1,3.499533282
1210,21,male,10000,9.210340372,yesdebt,10,10,2,51.6,3.943521672
1211,20,female,11000,9.305650552,nodebt,10,10,6,55.5,4.016383021
1212,19,female,7100,8.867850063,yesdebt,10,10,10,43.2,3.765840495
1215,20,female,17000,9.740968623,yesdebt,10,10,8,70.9,4.261270434
1216,20,male,8000,8.987196821,nodebt,10,10,10,45,3.80666249
1217,19,male,7000,8.853665428,yesdebt,10,10,8,41.4,3.723280881
1218,19,male,4000,8.29404964,yesdebt,10,6,8,29.4,3.380994674
1219,20,female,15000,9.61580548,nodebt,10,10,5,65.5,4.182050143
1220,20,female,10000,9.210340372,yesdebt,10,10,10,51.6,3.943521672
1221,20,female,22000,9.998797732,yesdebt,10,10,5,81.1,4.395682961
1224,19,female,10000,9.210340372,nodebt,10,10,10,51.7,3.945457782
1227,20,male,15000,9.61580548,yesdebt,10,10,10,65.5,4.182050143
1230,22,male,8000,8.987196821,yesdebt,10,10,8,45,3.80666249
1231,22,female,15000,9.61580548,nodebt,10,10,5,65.5,4.182050143
1232,21,female,15000,9.61580548,nodebt,10,10,10,65.6,4.183575696
1233,27,male,24000,10.08580911,yesdebt,5,10,5,83.8,4.428433007
1234,24,female,22000,9.998797732,nodebt,10,10,10,81.2,4.396915247
1236,23,male,26000,10.16585182,nodebt,10,10,1,87.8,4.475061501
1237,22,male,14000,9.546812609,nodebt,10,10,7,62.9,4.141546164
1238,25,male,36000,10.49127422,nodebt,10,9,10,96,4.564348191
1239,22,female,2500,7.824046011,nodebt,10,10,8,24.1,3.18221184
1241,22,female,10000,9.210340372,nodebt,9,8,5,51.7,3.945457782
1242,23,female,20000,9.903487553,yesdebt,10,10,8,76.1,4.332048265
1243,23,male,2500,7.824046011,yesdebt,8,10,8,24.2,3.186352633
1244,19,female,7000,8.853665428,nodebt,10,10,6,41.4,3.723280881
1245,22,female,8000,8.987196821,yesdebt,10,10,5,45,3.80666249
1246,25,female,23000,10.04324949,yesdebt,10,10,1,82.7,4.415219602
1247,22,male,10000,9.210340372,yesdebt,10,10,9,51.7,3.945457782
1248,24,male,29000,10.27505111,yesdebt,10,10,1,90.5,4.505349851
1250,22,female,30000,10.30895266,yesdebt,9,10,7,91.4,4.515245478
1252,23,female,8000,8.987196821,nodebt,10,10,6,45.1,3.808882247
1253,21,male,17000,9.740968623,yesdebt,10,8,1,70.9,4.261270434
1254,22,female,28000,10.23995979,yesdebt,10,10,10,89.7,4.496470769
1255,24,female,22000,9.998797732,yesdebt,10,10,10,81.2,4.396915247
1257,22,male,26300,10.17732422,yesdebt,10,10,8,88.6,4.484131858
1258,22,female,13000,9.472704636,nodebt,10,10,8,60.5,4.102643365
1259,20,male,12000,9.392661929,yesdebt,10,10,9,57.6,4.053522568
1260,23,male,15000,9.61580548,yesdebt,10,10,3,65.6,4.183575696
1261,20,male,18000,9.798127037,nodebt,10,9,10,72.6,4.284964922
1262,22,female,5000,8.517193191,yesdebt,10,10,8,33.1,3.499533282
1263,23,female,2000,7.60090246,nodebt,10,10,9,21.8,3.08190997
1265,22,male,13000,9.472704636,nodebt,10,10,1,60.5,4.102643365
1266,25,female,30000,10.30895266,yesdebt,10,10,8,91.5,4.516338972
1267,22,female,10000,9.210340372,yesdebt,10,10,5,51.7,3.945457782
1268,21,male,11000,9.305650552,nodebt,5,5,7,55.5,4.016383021
1269,24,male,10800,9.287301413,nodebt,2,7,6,55.1,4.009149716
1270,22,male,20000,9.903487553,nodebt,10,10,10,76.2,4.333361463
1272,22,female,16000,9.680344001,yesdebt,10,10,8,69.2,4.237000863
1273,23,female,24000,10.08580911,yesdebt,10,10,1,83.8,4.428433007
1274,21,male,12000,9.392661929,nodebt,9,10,5,57.6,4.053522568
1275,24,female,13500,9.510444964,nodebt,10,10,5,61.8,4.123903364
1276,24,female,22000,9.998797732,nodebt,10,10,6,81.3,4.398146017
1277,24,female,24500,10.1064284,nodebt,10,10,1,84.6,4.437934267
1278,22,female,3500,8.160518247,nodebt,10,8,10,27.8,3.325036021
1281,22,female,5000,8.517193191,nodebt,10,10,9,33.1,3.499533282
1282,22,male,34000,10.4341158,yesdebt,10,10,5,94.4,4.547541073
1283,23,female,30000,10.30895266,yesdebt,10,10,5,91.5,4.516338972
1284,22,male,15000,9.61580548,nodebt,10,7,4,65.7,4.185098925
1285,22,male,6000,8.699514748,yesdebt,10,10,8,38,3.63758616
1286,24,male,37000,10.51867319,nodebt,5,5,1,96.3,4.567468319
1288,23,male,20000,9.903487553,yesdebt,10,10,7,76.2,4.333361463
1290,23,male,30000,10.30895266,nodebt,10,10,10,91.5,4.516338972
1291,22,female,23000,10.04324949,nodebt,10,10,2,82.7,4.415219602
1292,20,female,7000,8.853665428,yesdebt,10,10,4,41.4,3.723280881
1293,25,female,22000,9.998797732,yesdebt,10,10,5,81.3,4.398146017
1294,24,male,25000,10.1266311,nodebt,10,10,5,85.4,4.447346101
1295,20,female,15640,9.657587014,nodebt,10,10,7,68.7,4.229749199
1296,24,male,15000,9.61580548,nodebt,10,10,10,65.7,4.185098925
1297,23,female,10000,9.210340372,nodebt,10,10,7,51.7,3.945457782
1299,23,male,25000,10.1266311,yesdebt,9,9,6,85.4,4.447346101
1300,23,female,20000,9.903487553,yesdebt,10,10,5,76.2,4.333361463
1301,24,male,24000,10.08580911,yesdebt,10,10,8,83.9,4.429625613
1302,24,male,20000,9.903487553,yesdebt,10,10,10,76.3,4.334672938
1303,22,male,17000,9.740968623,nodebt,10,10,1,70.9,4.261270434
1304,21,female,18000,9.798127037,nodebt,10,10,5,72.6,4.284964922
1305,22,female,18000,9.798127037,yesdebt,10,10,5,72.6,4.284964922
1306,22,male,20000,9.903487553,nodebt,10,10,3,76.3,4.334672938
1307,22,female,15000,9.61580548,yesdebt,10,10,7,65.7,4.185098925
1308,24,male,10000,9.210340372,yesdebt,10,10,1,51.8,3.947390149
1309,25,female,6300,8.748304912,nodebt,10,10,1,40.3,3.696351469
1310,23,male,13000,9.472704636,yesdebt,10,10,1,60.6,4.104294893
1311,23,male,4300,8.366370302,nodebt,10,10,10,31.5,3.449987546
1312,24,male,42000,10.6454249,nodebt,10,10,5,97.5,4.579852378
1315,23,female,2000,7.60090246,yesdebt,10,10,5,21.8,3.08190997
1318,23,female,16000,9.680344001,nodebt,10,10,5,69.2,4.237000863
1319,21,male,3000,8.006367568,nodebt,7,10,10,26.1,3.261935314
1320,21,female,35000,10.46310334,nodebt,10,10,8,95,4.553876892
1321,21,male,15000,9.61580548,yesdebt,10,8,10,65.8,4.186619838
1322,22,male,11000,9.305650552,yesdebt,10,10,5,55.5,4.016383021
1323,24,male,38000,10.54534144,yesdebt,10,10,8,96.5,4.569543008
1324,24,female,8000,8.987196821,nodebt,10,10,10,45.1,3.808882247
1328,22,male,10000,9.210340372,nodebt,8,10,10,51.8,3.947390149
1329,23,male,40000,10.59663473,yesdebt,10,10,10,96.9,4.573679519
1331,23,male,12000,9.392661929,nodebt,10,10,8,57.7,4.055257174
1332,22,female,10000,9.210340372,nodebt,10,10,2,51.8,3.947390149
1333,22,female,1500,7.313220387,nodebt,10,10,3,19.7,2.980618636
1334,24,male,30000,10.30895266,nodebt,10,10,5,91.5,4.516338972
1335,21,male,10000,9.210340372,yesdebt,10,10,7,51.9,3.94931879
1336,22,male,3500,8.160518247,yesdebt,10,10,6,27.8,3.325036021
1337,24,female,16000,9.680344001,yesdebt,10,10,10,69.3,4.238444906
1339,24,male,16000,9.680344001,nodebt,10,10,5,69.3,4.238444906
1340,23,female,4000,8.29404964,nodebt,10,10,2,29.4,3.380994674
1341,24,female,28000,10.23995979,yesdebt,10,10,7,89.7,4.496470769
1342,22,female,10000,9.210340372,yesdebt,10,10,5,51.9,3.94931879
1343,21,male,12000,9.392661929,nodebt,1,1,10,57.7,4.055257174
1344,22,female,16000,9.680344001,nodebt,10,10,5,69.3,4.238444906
1345,24,female,22000,9.998797732,yesdebt,10,10,7,81.3,4.398146017
1346,24,female,15000,9.61580548,nodebt,10,10,5,65.8,4.186619838
1347,22,female,19000,9.852194258,yesdebt,10,10,10,74.4,4.309455942
1348,22,male,25000,10.1266311,yesdebt,10,10,5,85.4,4.447346101
1349,22,male,10000,9.210340372,yesdebt,10,10,1,51.9,3.94931879
1350,24,female,11000,9.305650552,yesdebt,10,10,4,55.6,4.018183201
1353,27,female,3864,8.259458195,nodebt,10,10,10,28.4,3.346389145
1354,21,male,9000,9.104979856,nodebt,10,10,5,48.3,3.877431561
1355,20,female,10000,9.210340372,nodebt,10,10,5,51.9,3.94931879
1356,22,female,13000,9.472704636,yesdebt,10,10,5,60.6,4.104294893
1358,23,female,15000,9.61580548,nodebt,10,10,10,65.9,4.188138442
1359,23,female,15000,9.61580548,nodebt,10,10,5,65.9,4.188138442
1361,19,male,7000,8.853665428,nodebt,10,10,9,41.5,3.725693427
1362,23,female,5000,8.517193191,yesdebt,10,10,3,33.2,3.502549876
1363,24,male,20000,9.903487553,yesdebt,10,10,1,76.3,4.334672938
1364,24,female,2000,7.60090246,yesdebt,10,10,5,21.9,3.086486637
1365,21,male,6000,8.699514748,yesdebt,10,10,7,38,3.63758616
1367,25,male,14000,9.546812609,nodebt,10,9,5,62.9,4.141546164
1368,20,female,6500,8.779557456,yesdebt,10,10,8,40.6,3.703768067
1370,23,male,18000,9.798127037,yesdebt,10,9,2,72.7,4.286341385
1371,22,male,15500,9.648595303,yesdebt,10,10,9,68.5,4.226833745
1372,23,male,22000,9.998797732,yesdebt,10,10,5,81.3,4.398146017
1373,23,female,17000,9.740968623,nodebt,8,6,10,70.9,4.261270434
1375,24,female,12000,9.392661929,yesdebt,10,10,9,57.7,4.055257174
1376,22,female,9000,9.104979856,nodebt,10,10,10,48.3,3.877431561
1378,24,male,38000,10.54534144,nodebt,10,10,1,96.5,4.569543008
1379,21,female,5000,8.517193191,yesdebt,10,10,10,33.3,3.505557397
1380,23,female,7000,8.853665428,nodebt,10,10,3,41.5,3.725693427
1381,22,female,15000,9.61580548,yesdebt,10,10,5,65.9,4.188138442
1382,21,female,2000,7.60090246,nodebt,10,10,6,21.9,3.086486637
1383,21,female,13000,9.472704636,yesdebt,10,10,7,60.7,4.105943698
1385,25,female,20000,9.903487553,yesdebt,7,7,7,76.4,4.335982696
1386,23,female,10566,9.265396578,nodebt,10,10,7,55,4.007333185
1387,21,male,5000,8.517193191,yesdebt,10,10,6,33.3,3.505557397
1388,24,male,18000,9.798127037,yesdebt,10,10,8,72.7,4.286341385
1389,20,female,15000,9.61580548,yesdebt,10,10,7,65.9,4.188138442
1390,23,male,22000,9.998797732,yesdebt,9,8,9,81.4,4.399375273
1391,19,female,2500,7.824046011,nodebt,10,10,8,24.3,3.19047635
1392,21,female,10000,9.210340372,yesdebt,10,10,1,51.9,3.94931879
1393,24,female,15000,9.61580548,nodebt,10,10,4,65.9,4.188138442
1394,21,female,2000,7.60090246,nodebt,10,8,1,21.9,3.086486637
1395,23,female,25000,10.1266311,yesdebt,10,10,5,85.5,4.448516376
1396,22,male,30000,10.30895266,nodebt,10,10,10,91.5,4.516338972
1397,21,male,15000,9.61580548,nodebt,10,10,5,65.9,4.188138442
1398,24,male,26000,10.16585182,nodebt,8,10,5,87.9,4.476199805
1399,24,female,5000,8.517193191,yesdebt,10,10,7,33.3,3.505557397
1403,22,female,20000,9.903487553,nodebt,10,10,9,76.4,4.335982696
1404,20,female,15000,9.61580548,yesdebt,10,10,5,65.9,4.188138442
1405,24,male,10000,9.210340372,nodebt,8,8,6,51.9,3.94931879
1406,20,female,9000,9.104979856,yesdebt,9,10,5,48.4,3.879499814
1407,24,female,3000,8.006367568,yesdebt,10,10,5,26.1,3.261935314
1409,22,female,1944,7.572502985,nodebt,1,10,1,20.8,3.034952987
1410,22,male,3200,8.070906089,nodebt,10,10,7,27.5,3.314186005
1411,24,male,22000,9.998797732,nodebt,5,6,3,81.4,4.399375273
1412,22,female,3000,8.006367568,nodebt,10,10,10,26.1,3.261935314
1414,24,male,23000,10.04324949,yesdebt,9,9,10,82.7,4.415219602
1415,24,female,5000,8.517193191,nodebt,10,10,8,33.4,3.5085559
